name|address|city|state|zip_code|day|time|info
 A Way Out Group| 483 Great Neck Road South |Mashpee|Massachusetts|02649|Wednesday|7:30 pm - 8:30 pm|Discussion, Speaker, Wheelchair Access
 Nauset Group| 3200 State Highway |Eastham|Massachusetts|02642|Tuesday|8:00 pm - 9:00 pm|Closed Meeting, Step Meeting, Wheelchair Access
 Fireside Appleton| 724 East South River Street|Appleton|Wisconsin|54915|Tuesday|7:45 pm - 8:45 pm|Closed Meeting, Wheelchair Access
 Emotional Sobriety Appleton| 1130 West Marquette Street|Appleton|Wisconsin|54914|Monday|6:30 pm - 7:30 pm|Closed Meeting
 Design for Living Group| 2330 East Calumet Street|Appleton|Wisconsin|54915|"Monday|Tuesday|Wednesday"|"10:00 am - 11:00 am|10:00 am - 11:00 am|10:00 am - 11:00 am"|"Open Meeting|Open Meeting|Open Meeting"
 Big Book Appleton| 1213 North Appleton Street|Appleton|Wisconsin|54911|Wednesday|10:00 am - 11:00 am|Closed Meeting
 Wednesday Nite Coffee Slammers Group| 2034 5th Avenue|Antigo|Wisconsin|54409|Wednesday|7:00 pm - 8:00 pm|Closed Meeting, Discussion
 Womens Serenity Group| 301 Rowe Boulevard|Annapolis|Maryland|21401|Friday|12:00 pm - 1:00 pm|Discussion, Women
 Womens Attitude of Gratitude| 301 Rowe Boulevard|Annapolis|Maryland|21401|Wednesday|12:30 pm - 1:30 pm|Discussion, Women
 Wednesday Womens Group Annapolis| 730 Bestgate Road|Annapolis|Maryland|21401|Wednesday|6:30 pm - 7:30 pm|Literature, Closed Meeting, Women, Speaker
 Unity Annapolis Group| 31 Rowe Boulevard|Annapolis|Maryland|21401|Monday|8:30 pm - 9:30 pm|Discussion
 Tuesday Sharing and Caring| 31 Rowe Boulevard|Annapolis|Maryland|21401|Tuesday|12:15 pm - 1:15 pm|Discussion
 Womens Big Book Group| 45 North Road |Castleton|Vermont|05735|Tuesday|7:30 pm - 8:30 pm|Closed Meeting, Women, Big Book
 By The Book Cambridge| 16 Church Street |Cambridge|Vermont|05464|"Tuesday|Friday|Saturday"|"7:00 pm - 8:00 pm|6:30 pm - 7:30 pm|7:00 pm - 8:00 pm"|"Open Meeting, Step Meeting|Discussion, Open Meeting|Big Book, Open Meeting"
 The Grapevine Group| 117 Saint Johns Road |Johnson|Vermont|05656|Thursday|7:00 pm - 8:00 pm|Literature, Open Meeting, Wheelchair Access
 A Design For Living| 21 Buell Street |Burlington|Vermont|05401|Thursday|8:00 pm - 9:00 pm|Open Meeting, Big Book
 Experience Strength and Hope| 700 Cumberland Street|Bristol|Virginia|24201|Thursday|6:00 pm - 7:00 pm|Discussion, Open Meeting, Wheelchair Access
 Hyde Park Group| 102 Prospect Street |Hyde Park|Vermont|05655|Saturday|7:00 pm - 8:00 pm|Open Meeting, Literature, Discussion, Wheelchair Access
 Bassett Group| 120 Bassett Heights Road|Bassett|Virginia|24055|Monday|7:00 pm - 8:00 pm|Big Book, Closed Meeting
 Just For Today Womens Group| 5372 Lake Saponi Terrace|Barboursville|Virginia|22923|Thursday|7:30 pm - 8:30 pm|Women
 Womens Promises Ashburn| 20962 Ashburn Road|Ashburn|Virginia|20147|Wednesday|9:30 am - 10:30 am|Open Meeting, Discussion, Women
 Appomattox Group| 311 Oakleigh Avenue|Appomattox|Virginia|24522|"Tuesday|Thursday"|"8:00 pm - 9:00 pm|12:00 pm - 1:00 pm"|"Closed Meeting, Discussion, Speaker|Open  Meeting, Discussion"
 Working With Others Group| 155 South Hickory Street |Angier|North Carolina|27501|Monday|7:00 pm - 8:00 pm|Non-Smoking, Wheelchair Access
 Eden Meeting| 509 South Van Buren Road |Eden|North Carolina|27288|Thursday|12:00 pm - 1:00 pm|Discussion
 Circle of Love Group| 117 East Kings Highway |Eden |North Carolina|27288|Wednesday|8:00 pm - 9:00 pm|Discussion, Open Meeting
 12 Changes Group| 7586 North Carolina 770 |Eden|North Carolina|27288|Saturday|9:00 am - 10:00 am|Discussion, Open Meeting
 Champions Group Roxboro| 265 Old Durham Road |Roxboro|North Carolina|27573|"Tuesday|Wednesday|Friday|Saturday"|"12:00 pm - 1:00 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|1:00 pm - 2:00 pm"|"Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access"
 Mens Stag Anchorage| 2300 Oak Drive |Anchorage|Alaska|99508|Thursday|8:00 pm - 9:00 pm|Closed Meeting, Discussion, Men
 Joe and Charlie Big Book Study| 8141 Briarwood Street |Anchorage|Alaska|99518|Sunday|7:30 pm - 8:30 pm|Big Book, Open Meeting
 Aurora Group Anchorage| 10821 Totem Road |Anchorage|Alaksa|99516|Thursday|5:45 pm - 6:45 pm|Big Book, Closed Meeting, Discussion, Women
 Asbury Park Sat Morn Group| 308 1st Avenue|Asbury Park|New Jersey|07712|Saturday|10:00 am - 11:00 am|Open Meeting, Speaker, Discussion
 Ocean Grove Conscious Contact| 308 1st Avenue|Asbury Park|New Jersey|07712|Thursday|6:30 pm - 7:30 pm|Open Meeting, Speaker, Discussion, Step Meeting
 Girdwood Group| 250 Egloff Drive |Anchorage|Alaska|99587|Sunday|7:00 pm - 8:00 pm|Discussion, Open Meeting
 As Bill Sees It| 10830 Elmore Road |Anchorage|Alaska|99516|"Thursday|Sunday"|"7:00 pm - 8:00 pm|7:00 pm - 8:00 pm"|"Discussion, Open Meeting|Discussion, Open Meeting"
 A Design For Living| 308 1st Avenue|Asbury Park|New Jersey|07712|Wednesday|7:00 pm - 8:00 pm|Open Meeting, Speaker
 Pattenburg Wednesday Night Group| 453 Bellwood Avenue|Asbury|New Jersey|08802|Wednesday|7:00 pm - 8:00 pm|Open Meeting, Speaker, Wheelchair Access
 Bendito Amanecer Group| 2220 Atlanta Road Southeast |Smyrna|Georgia|30080|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday|Sunday"|"8:00 pm - 10:00 pm|8:00 pm - 10:00 pm|8:00 pm - 10:00 pm|8:00 pm - 10:00 pm|8:00 pm - 10:00 pm|8:00 pm - 10:00 pm|8:00 pm - 10:00 pm"|"Spanish, Open Meeting|Spanish, Open Meeting|Spanish, Open Meeting|Spanish, Open Meeting|Spanish, Open Meeting|Spanish, Open Meeting|Spanish, Open Meeting"
 Johns Creek Group| 6910 McGinnis Ferry Road |Alpharetta|Georgia|30005|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday"|"6:15 pm - 7:15 pm|6:15 pm - 7:15 pm|6:15 pm - 7:15 pm|6:15 pm - 7:15 pm|6:15 pm - 7:15 pm|6:15 pm - 7:15 pm"|"Closed Meeting, Women, Discussion, Virtual|Step Meeting, Closed Meeting, Discussion|Discussion, Closed Meeting|Big Book, Closed Meeting, Discussion|Closed Meeting, Discussion, Newcomer|Discussion, Closed Meeting, Virtual"
 Pattenburg Primary Purpose Group| 453 Bellwood Avenue|Asbury|New Jersey|08802|Friday|7:00 pm - 8:00 pm|Open Meeting, Wheelchair Access
 Walking Sober Group| 1150 Rockaway Road |Senoia|Georgia|30276|Thursday|6:00 pm - 7:00 pm|Closed Meeting, Discussion, Wheelchair Access, Women
 Fellowship Group LaGrange| 909 Stonewall St |LaGrange|Georgia|30240|"Monday|Monday|Monday|Tuesday|Tuesday|Wednesday|Wednesday|Wednesday|Thursday|Thursday|Friday|Friday|Saturday|Saturday|Saturday|Sunday|Sunday"|"8:00 am - 9:00 am|12:00 pm - 1:00 pm|8:00 pm - 9:00 pm|8:00 am - 9:00 am|8:00 pm - 9:00 pm|8:00 am - 9:00 am|12:00 pm - 1:00 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|8:00 pm - 9:00 pm|8:00 am - 9:00 am|8:00 pm - 9:00 pm|8:00 am - 9:00 am|1:00 pm - 2:00 pm|7:00 pm - 8:00 pm|10:00 am - 11:00 am| 8:00 pm - 9:00 pm"|"Wheelchair Access, Open Meeting|Open Meeting|Open Meeting|Wheelchair Access, Open Meeting|Open Meeting|Wheelchair Access, Open Meeting|Open Meeting|Open Meeting, As Bill Sees It|Wheelchair Access, Open Meeting|Big Book, Open Meeting|Discussion, Open Meeting, Wheelchair Access|Discussion, Open Meeting, Wheelchair Access|Wheelchair Access, Open Meeting|Discussion, Open Meeting|Open Meeting, Speaker|Discussion, Open Meeting, Wheelchair Access|Discussion, Open Meeting, Wheelchair Access"
 Sunday Afternoon Group| 2903 Bent Oak Highway|Adrian|Michigan|49221|Sunday|1:00 pm - 2:00 pm|Closed Meeting, Discussion
 11 00 AM Group| 7439 West Strickland Street |Douglasville|Georgia|30134|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday"|"11:00 am - 12:00 pm|11:00 am - 12:00 pm|11:00 am - 12:00 pm|11:00 am - 12:00 pm|11:00 am - 12:00 pm|11:00 am - 12:00 pm"|"Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access|Open Meeting, Discussion, Wheelchair Access"
 Straight Out the Trailer Park| 2985 Gady Road|Adrian|Michigan|49221|Tuesday|7:00 pm - 8:00 pm|Closed Meeting, Wheelchair Access
 Serenity On Sunday Group Adrian| 600 Gulf Street|Adrian|Michigan|49221|Sunday|10:00 am - 11:00 am|Closed Meeting, Discussion, Wheelchair Access
 Serenity at Noon Group Adrian| 600 Gulf Street|Adrian|Michigan|49221|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access|Closed Meeting, Discussion, Wheelchair Access"
 Fostoria Noon Group| 217 West Center Street |Fostoria|Ohio|44830|"Monday|Tuesday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Open Meeting, Discussion|Open Meeting, Step Meeting, 12 Steps & 12 Traditions|Open Meeting, Discussion"
 Peace of Mind Group Adrian| 600 Gulf Street|Adrian|Michigan|49221|"Thursday|Friday"|"7:30 pm - 8:30 pm|5:30 pm - 6:30 pm"|"12 Steps & 12 Traditions, Closed Meeting, Discussion Wheelchair, Access|Closed Meeting, Discussion Wheelchair, Access"
 Upon Awakening Medina| 200 Highland Drive |Medina|Ohio|44256|"Monday|Tuesday|Wednesday|Thursday|Friday"|"7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am|7:30 am - 8:30 am"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 Medina High Noon| 416 South Broadway Street |Medina|Ohio|44256|"Monday|Tuesday|Wednesday|Thursday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting"
 Sidney Noon Group| 120 West Water Street |Sidney|Ohio|45365|"Monday|Wednesday|Friday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Discussion, Open Meeting|Discussion, Open Meeting|Discussion, Open Meeting, Wheelchair Access"
 Athens Attitude Adjustment| 2 North Court Street |Athens|Ohio|45701|Wednesday|7:00 am - 8:00 am|Closed Meeting, Discussion
 Kyle AA Group| 200 W Main St|Kyle|South Dakota|57752|Wednesday|8:00 pm - 9:00 pm|Open Meeting, Wheelchair Access, Discussion
 Keep It Simple Sweetie| 402 Blair|Keystone|South Dakota|57751|Sunday|6:00 pm - 7:00 pm|Open Meeting, Discussion
 Irene SD Try Valley Group| 110 S Till Ave|Irene|South Dakota|57037|Friday|7:30 pm - 8:30 pm|Closed Meeting, Wheelchair Access, Discussion
 Ipswich Meeting Makers| 203 S 4th St|Ipswich|South Dakota|57451|Thursday|7:00 pm - 8:00 pm|Closed Meeting, Wheelchair Access, Discussion
 Turning Point Huron| 147 Dakota Avenue South|Huron|South Dakota|57350|"Monday|Tuesday|Tuesday|Wednesday|Thursday|Thursday|Friday|Saturday|Sunday|Sunday"|"6:30 pm - 7:30 pm|12:00 pm - 1:00 pm|6:30 pm - 7:30 pm|6:30 pm - 7:30 pm|12:00 pm - 1:00 pm|6:30 pm - 7:30 pm|6:30 pm - 7:30 pm|6:30 pm - 7:30 pm|12:00 pm - 1:00 pm|6:30 pm - 7:30 pm"|"Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting|Open Meeting"
 Wanderers Group| 5068 Annunciation Cir|Ave Maria|Florida|34142|Thursday|7:00 pm - 8:00 pm|Big Book, Closed Meeting
 Thursday Night Mens Meeting| 690 Berkley Road|Auburndale|Florida|33823|Thursday|7:00 pm - 8:00 pm|Discussion, Men, Open Meeting
 Womens AA Meeting| 23 Church Street |Sangerville|Maine|04479|Tuesday|5:30 pm - 6:30 pm|Open Meeting, Discussion, Women
 Serenity Group Southwest Highway 17| 4870 Southwest Highway 17|Arcadia|Florida|34266|Saturday|12:00 pm - 1:00 pm|Discussion, Open Meeting
 Mariaville Group| 1685 Mariaville Rd |Mariaville|Maine|04605|Friday|6:00 pm - 7:00 pm|Open Meeting, Discussion, Literature, Wheelchair Access
 Serenity Group Arcadia| 327 West Hickory Street|Arcadia|Florida|34266||7:00 pm - 8:00 pm|Discussion, Open Meeting
 Keep It Simple Group| 130 Spring Street |Dexter|Maine|04930|Tuesday|7:00 pm - 8:00 pm|Closed Meeting, Step Meeting, 12 Steps & 12 Traditions
 Nocatee Nooners| 4870 Southwest Highway 17|Arcadia|Florida|34266|Saturday|12:00 pm - 1:00 pm|Discussion, Open Meeting
 Denmark Village Group| 70 East Main Street |Denmark|Maine|04022|Thursday|7:00 pm - 8:00 pm|Open Meeting, Discussion, Literature, Candlelight
 Wednesday Big Book Luncheon Gp| 722 2nd Avenue North|Fargo|North Dakota|58102|Wednesday|12:00 pm - 1:00 pm|Closed Meeting
 Clean Air Group| 63 School Street |Saco|Maine|04072|"Monday|Tuesday|Wednesday|Thursday|Friday|Saturday"|"12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm|12:00 pm - 1:00 pm"|"Discussion, Open Meeting, Speaker, Wheelchair Access|Living Sober, Open Meeting, Wheelchair Access|Open Meeting, Step Meeting, Wheelchair Access|Literature, Open Meeting, Wheelchair Access|Open Meeting, Speaker, Wheelchair Access|Discussion, Open Meeting, Wheelchair Access"
 Way of Life Womens Meeting Fargo| 1330 South University Drive|Fargo|North Dakota|58103|Thursday|6:30 pm - 7:30 pm|Babysitting Available, Closed Meeting, Discussion, Women
 Mens Fireside Barn Group| 136 Pillsbury Road |Londonderry|New Hampshire|03053|Wednesday|7:00 pm - 8:30 pm|Discussion
 Tuesday Womens Happy Hour| 321 9th Street North|Fargo|North Dakota|58102|Tuesday|12:00 pm - 1:00 pm|Closed Meeting
 Live And Let Live Group| 372 Mammoth Road |Londonderry|New Hampshire|03053|Thursday|7:30 pm - 8:30 pm|Wheelchair Access, Speaker, Discussion, Virtual
 Tuesday Night Mens Virtual Meeting| 123 Main Avenue|Fargo|North Dakota|58102|Tuesday|7:00 pm - 8:00 pm|Closed Meeting, Men, Step Meeting, Virtual
 Tuesday Night Mens Meeting 1st Avenue South| 906 1st Avenue South|Fargo|North Dakota|58103|Tuesday|7:00 pm - 8:00 pm|Closed Meeting, Men
 Angleton Group| 1224 East Mulberry Street|Angleton|Texas|77515|"Monday|Monday|Tuesday|Tuesday|Wednesday|Wednesday|Thursday|Thursday|Friday|Friday|Saturday|Saturday|Sunday|Sunday"|"12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm|12:00 pm - 1:00 pm|6:00 pm - 7:00 pm"|"|||||||||||||"
 Womens Sundowners Group| 101 Main Street |Atkinson|New Hampshire|03811|Wednesday|5:30 pm - 6:30 pm|Wheelchair Access, Big Book, Step Meeting
 Un Dia A La Vez Amarillo| 301 South Western Street|Amarillo|Texas|79106|"Monday|Wednesday|Friday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm|8:00 pm - 9:00 pm"|"Open Meeting, Spanish|Open Meeting, Spanish|Open Meeting, Spanish"
 Touch of Soul| 107 North Hughes Street|Amarillo|Texas|79107|"Monday|Monday|Monday|Tuesday|Tuesday|Tuesday|Wednesday|Wednesday|Wednesday|Thursday|Thursday|Friday|Friday|Friday|Saturday|Saturday|Saturday|Sunday|Sunday"|"12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|9:30 am - 10:30 am|5:30 pm - 6:30 pm"|"Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted, Step Meeting|Open Meeting, Smoking Permitted, Step Meeting|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Closed Meeting, Smoking Permitted, Big Book|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted, Speaker|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted|Open Meeting, Smoking Permitted"
 Womens Sunday Serenity Group| 5 Alumni Drive |Exeter|New Hampshire|03833|Sunday|9:00 am - 10:15 am|Wheelchair Access, Speaker, Discussion, Virtual
 Ashland Covered Bridge Group| 57 Main Street |Ashland|New Hamphire|03217|Monday|8:00 pm - 9:00 pm|Speaker, Discussion
 Kalihi Sobriety| 296 North Vineyard Boulevard |Honolulu|Hawaii|96817|Sunday|5:00 pm - 6:00 pm|Birthday, Discussion, Literature, Open Meeting, Speaker, Virtual
 Top of Texas| 1301 South Taylor Street|Amarillo|Texas|79101|"Monday|Monday|Monday|Tuesday|Tuesday|Tuesday|Wednesday|Wednesday|Wednesday|Thursday|Thursday|Thursday|Friday|Friday|Friday|Saturday|Saturday|Sunday|Sunday"|"12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|7:00 pm - 8:00 pm|12:00 pm - 1:00 pm|5:30 pm - 6:30 pm|8:00 pm - 9:00 pm|1:00 pm - 2:00 pm|8:00 pm - 9:00 pm|11:00 am - 12:00 pm|8:00 pm - 9:00 pm"|"Closed Meeting|Open Meeting|Closed Meeting, Smoking Permitted|Closed Meeting, Smoking Permitted|Open Meeting|Closed Meeting, Smoking Permitted, Step Meeting|Closed Meeting, Smoking Permitted|Open Meeting|Closed Meeting, Smoking Permitted|Closed Meeting, Smoking Permitted|Open Meeting|Closed Meeting, Women, Smoking Permitted|Closed Meeting, Smoking Permitted|Open Meeting|Closed Meeting, Smoking Permitted|Closed Meeting, Smoking Permitted|Open Meeting, Smoking Permitted, Speaker|Open Meeting, Smoking Permitted, Speaker|Open Meeting, Smoking Permitted, Big Book"
 Rule 62 Amarillo| 3001 Bell Street|Amarillo|Texas|79106|"Monday|Thursday"|"8:00 pm - 9:00 pm|8:00 pm - 9:00 pm"|"Closed Meeting, Step Meeting|Closed Meeting, Step Meeting"
 Hawa Awa a Group| 829 Pensacola Street |Honolulu|Hawaii|96814|Thursday|8:00 pm - 9:00 pm|Discussion, Open Meeting, Speaker, Virtual
 Grapevine In The Park| 3908 Paki Avenue |Honolulu|Hawaii|96815|Tuesday|12:00 pm - 1:00 pm|English, Grapevine, Open Meeting, Outdoor Meeting
 Black Experience Group| 3950 Paine Circle |Honolulu|Hawaii|96818|Sunday|7:45 pm - 9:30 pm|Discussion, Open Meeting, Speaker, Virtual
 Aloha Sunday Group| 2515 Dole Street |Honolulu|Hawaii|96822|Sunday|11:15 am - 12:15 pm|Discussion, Open Meeting, Speaker, Virtual
 Smackover Group| 500 West 7th Street |Smackover|Arkansas|71762|Wednesday|7:00 pm - 8:00 pm|Open Meeting
 Discussion Alturas| 405 Bonner Street|Alturas|California|96101|Sunday|5:30 pm - 6:30 pm|Closed Meeting, Discussion
 Greenwood Group| 10 West Denver Street |Greenwood|Arkansas|72936|"Wednesday|Thursday"|"7:00 pm - 8:00 pm|8:00 pm - 9:00 pm"|"Open Meeting|Open Meeting"
name|address|city|state|zip_code|day|time|info
 Wesley United Methodist Church| 462 Main St|Wareham|MA|02571|Tuesday|7:30:00 AM|Discussion (D), Open (O)
 Wesley United Methodist Church| 462 Main St|Wareham|MA|02571|"Wednesday|Tuesday|Thursday|Monday|Friday"|"12:00:00 PM|12:00:00 PM|12:00:00 PM|12:00:00 PM|12:00:00 PM"|"Discussion (D), Open (O), Wheelchair Access (H)|Discussion (D), Open (O), Wheelchair Access (H)|Discussion (D), Open (O), Wheelchair Access (H)|Discussion (D), Open (O), Wheelchair Access (H)|Discussion (D), Open (O), Wheelchair Access (H)"
 Wesley United Methodist Church| 462 Main St|Wareham|MA|02571|"Wednesday|Monday"|"7:30:00 AM|7:30:00 PM"|"Open (O), Step Meeting (12)|Big Book (BB), Open (O)"
 Union Church of Christ| 51 Center St|Ludlow|MA|01056|Friday|7:00:00 PM|Discussion, Open, Step Meeting, Wheelchair Access
 Holy Trinity Episcopal Church| 383 Hazard Ave|Enfield|MA|"
"|Thursday|10:00:00 AM|Closed, Discussion
 Church of the Acres| 1383 Wilbraham Rd|Springfield|MA|01119|"Wednesday|Monday"|"12:00:00 PM|12:00:00 PM"|"Big Book, Closed, Discussion|Big Book, Closed, Discussion"
 | 615 S 300 E|Salt Lake City|UT|84111|"Monday|Tuesday|Wednesday|Thursday|Friday"|"12:00 PM|12:00 PM|12:00 PM|12:00 PM|12:00 PM"|"Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)"
 | 2060 S Windsor St|Salt Lake City|UT|84105|Friday|11:15 AM|Young People Fellowship Hall Open AA Meeting (ns)
 | 615 S 300 E|Salt Lake City|UT|84111|"Friday|Thursday|Wednesday|Tuesday|Monday"|"5:15 PM|5:15 PM|5:15 PM|5:15 PM|5:15 PM"|"Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)|Community Center Room 134 Open AA Meeting (ns)"
 | 175 S 700 E|Salt Lake City|UT|84102|Wednesday|7:00 PM|Mount Tabor Lutheran Church, basement Open AA Meeting (ns)
 | 777 S 1300 E|Salt Lake City|UT|84102|Wednesday|7:30 PM|Women's First Baptist Church/Parking and entrance in the back. Closed Meeting of Alcoholics Anonymous (ns)
 | 1313 S Foothill Dr|Salt Lake City|UT|84108|Monday|12:00 PM|Open AA Meeting (ns)
 Episcopal Church| N 7th St & Osage St|Neodesha|KS|"
"|Saturday|5:00:00 PM|Unspecified AA Meeting
 St Patricks School| 16 Main St|Pelham|NH|"
"|Sunday|7:00 PM|Big Book Meeting (B), Discussion (D), Handicapped Accessible (H)
